gene_symbol	Spearman_rho
MTPAP	0.145448993
SLC25A51	0.145468081
PABPC1	0.145506257
SULT2B1	0.145506257
NACAP1	0.145544432
ELN	0.14556352
SEBOX	0.145639871
ALG1	0.145678047
DCLRE1B	0.145697135
COL18A1	0.145716222
PRB3	0.145773486
LOC285074	0.145773486
CSF1	0.145792573
KLK8	0.145811661
LRRC37A4P	0.145849837
PTPRB	0.145888012
ARHGAP44	0.145926188
NEO1	0.145926188
TDRD6	0.145983451
EHD4	0.145983451
GRIK4	0.146040715
UPK3B	0.146059803
FKBP9	0.146097978
SH3PXD2B	0.146155242
SGMS1	0.146174329
ABCG1	0.146193417
MAP3K6	0.146212505
DNM1P46	0.146231593
ZNF653	0.146231593
LOC105378663	0.146250681
GPHB5	0.146269768
HIST1H2BM	0.146288856
BMP6	0.14634612
SOWAHC	0.14651791
INE1	0.146536997
EDEM3	0.146536997
NTN5	0.146556085
EXOSC3	0.146556085
LINC00471	0.146556085
NOS3	0.146575173
WDR27	0.146613349
VENTX	0.146708788
CLDN14	0.146708788
TAB1	0.146746963
LIN52	0.146746963
PRR12	0.146785139
TSEN2	0.14686149
TREM2	0.14686149
CKM	0.146899666
PLEKHA8P1	0.146918753
CENPBD1P1	0.146937841
TLX1NB	0.146976017
CAMK2G	0.147052368
ATF6B	0.147147807
MXD3	0.147243246
SCX	0.147281421
OSR2	0.147319597
ZNF507	0.147338685
IPW	0.147357773
GPR161	0.147357773
ARID1A	0.147395948
IFITM2	0.147395948
FNBP1	0.147415036
ERP29	0.147415036
OR1D5	0.147434124
SNAPC2	0.147453212
PRLHR	0.147491387
KRTAP10-12	0.147510475
NDUFS1	0.147567738
PITX3	0.147586826
TRABD2B	0.147605914
UCN	0.147605914
HSD11B1	0.147701353
A3GALT2	0.147720441
MSRB3	0.147739529
TSPAN3	0.147739529
CMTM5	0.147758616
CUEDC1	0.147796792
ECM1	0.147834967
LINC01607	0.147873143
GPSM2	0.147930406
INTS8	0.148006758
UTRN	0.148006758
ZNF268	0.148006758
FBRS	0.148044933
FAM214A	0.148044933
KBTBD13	0.148044933
ISM2	0.148064021
CKMT1A	0.148083109
THAP10	0.148102197
KATNAL2	0.148102197
MYH3	0.148102197
RCC1L	0.148216723
SFN	0.148273987
CLGN	0.148293075
NSMCE4A	0.148293075
CSAD	0.148293075
CHIC2	0.14833125
TAS1R1	0.148350338
POLG2	0.148407601
HIGD2A	0.148483952
PCOLCE2	0.148522128
FOXF1	0.148579391
KCNC4	0.148598479
LOC100506388	0.148598479
ALOXE3	0.148598479
CASKIN2	0.148598479
GPR3	0.148636655
LINC00339	0.14867483
TMEM235	0.148693918
UFSP2	0.148713006
VARS2	0.148770269
AKAP1	0.148789357
PDE4A	0.148808445
PIGO	0.148827533
EPB41L4A-AS2	0.148846621
PTPRD-AS1	0.148884796
NMRAL1	0.148922972
ARID3B	0.148922972
KDELC1	0.14894206
ERN2	0.148961147
NELFA	0.148980235
BHLHE23	0.149037499
MINDY1	0.149037499
ANKRD39	0.149075674
SEC14L1P1	0.149152025
KTN1-AS1	0.149171113
VPS36	0.149190201
SCMH1	0.149209289
KCNH3	0.149247464
BRICD5	0.149266552
SEMA4D	0.14928564
ABCC8	0.14928564
WDR38	0.149304728
FOXL2	0.149323815
RBAK	0.149323815
SHD	0.149342903
ZNF763	0.149342903
ETS1	0.149361991
PRKCB	0.149361991
REM2	0.149400167
BICD2	0.149419254
RP2	0.149419254
KIF25	0.14945743
BARD1	0.149476518
FSTL1	0.149476518
ADAP1	0.149533781
CDK11B	0.149552869
LRRC26	0.149552869
FBN1	0.149610132
PCP4L1	0.149667396
EIF2AK1	0.149724659
CTPS2	0.149743747
KIF1C	0.149743747
FAM49B	0.149781923
AMD1	0.149877361
SLC25A15	0.149877361
DNAJC9	0.149915537
KCNC3	0.149953713
RNF113A	0.150010976
CENPB	0.150068239
ALOX12P2	0.150125503
PTCRA	0.150125503
FANCI	0.150182766
PLBD1	0.150259117
ZBTB14	0.150278205
VPS4A	0.150297293
RDH16	0.150316381
C21orf58	0.150335469
PMS2P7	0.150392732
ZNF710	0.150430908
RBM48	0.150469083
SLFN5	0.150488171
ZNF107	0.150564522
EGFR-AS1	0.150602698
UBE2O	0.150621785
ALDOC	0.150640873
MMP9	0.150659961
DCP1A	0.150679049
REL	0.150698137
CBR3-AS1	0.150774488
PCDHB8	0.150793576
CCL25	0.150869927
MACROD1	0.150869927
PIGP	0.150965366
IRAK1	0.151041717
SLC25A52	0.151137156
MAP2K7	0.151137156
ZNF140	0.151137156
LCE1F	0.151137156
HTRA1	0.151156244
GBP2	0.151156244
RBMS1	0.151213507
DLC1	0.151213507
CEP192	0.151232595
RPS28	0.15127077
SDC1	0.151308946
SRPX	0.151366209
LCE3A	0.151480736
ODR4	0.151499824
ZBTB25	0.151499824
GBP4	0.151538
ZNF532	0.151614351
GAS2	0.151690702
UBL7-AS1	0.151690702
KCTD20	0.151747965
ANKRD9	0.151747965
ZNF385D	0.151786141
DSCAM	0.15188158
RNF126	0.151900668
GHSR	0.151977019
ELF1	0.151996107
ZSWIM4	0.152015194
CABP4	0.152015194
AASDH	0.152091546
EHMT1	0.152091546
HIST1H2BB	0.152110633
SCN4A	0.152110633
FGFR4	0.152129721
QRFPR	0.152148809
RLIM	0.152148809
TCF3	0.152148809
RBM28	0.152167897
AMOTL2	0.152263336
KCTD14	0.152263336
ESAM	0.152282424
ZNF774	0.152282424
CYP4A11	0.152282424
LTBP1	0.152320599
NAGS	0.152320599
NPIPB11	0.152339687
AMT	0.152358775
SAXO2	0.152358775
PLA2G4C	0.152377863
HBB	0.152454214
DENND6A	0.152492389
CBX1	0.152530565
TAL1	0.152549653
BMP2	0.15256874
RENBP	0.15256874
C20orf141	0.15256874
TOR2A	0.152606916
KIAA0355	0.152664179
MTFMT	0.152797794
SRGAP2	0.152797794
ARAP1	0.152893233
PRPF40B	0.152931409
PIGA	0.152969584
LOC645513	0.152988672
UIMC1	0.152988672
CSNK1G2	0.153026848
BIN3	0.153045935
EPHA1	0.153045935
NCOR2	0.153160462
CLDN19	0.153160462
FAM83E	0.153332252
PDCD11	0.153332252
PARG	0.15335134
KRTAP5-10	0.15335134
FAM167B	0.153389516
ARHGAP23	0.153408603
EID3	0.153408603
HSPA14	0.153427691
ZP3	0.153504042
CRBN	0.153542218
ACSL6	0.153580394
NECAB3	0.153656745
KSR2	0.153656745
ZNF775	0.153714008
ARMC5	0.153809447
OCEL1	0.153828535
DCDC2B	0.153828535
TXLNA	0.153847623
NUDT22	0.153885798
CCNG1	0.153885798
ANKRA2	0.153962149
STEAP1B	0.154019413
CCDC18-AS1	0.154076676
LEF1-AS1	0.154076676
SMAD7	0.154095764
DMRTA2	0.154095764
GIGYF2	0.154095764
MIER3	0.154095764
SCRIB	0.15413394
BMS1P2	0.154153027
TSC22D4	0.154153027
LARGE2	0.154172115
BCAT2	0.154210291
NPIPB2	0.154229379
UBE2L3	0.154267554
CBY1	0.154343905
FREM1	0.154420257
TRMT44	0.154439344
WDR83	0.154439344
C9orf106	0.154515696
ZNF687	0.154553871
KMT2E	0.154611134
UMOD	0.15464931
ZC3H11A	0.154744749
FBXO7	0.154763837
ZNF707	0.154782925
WARS	0.1548211
USP1	0.154897451
MROH5	0.15499289
HADHA	0.15499289
TNXB	0.155088329
ALG9	0.155126505
PANK1	0.155145593
NR2C2	0.155145593
FCF1	0.155164681
KRTAP13-1	0.155183768
SDHA	0.155221944
IL17RE	0.155221944
CLEC12A	0.155241032
SSX5	0.155298295
LINC00304	0.155374646
FGF14-AS2	0.155393734
RGCC	0.155393734
MICALL2	0.155412822
PAICS	0.15543191
CD55	0.155489173
PLA1A	0.155489173
GPR61	0.155508261
KIF21A	0.155527349
CCDC93	0.155527349
IWS1	0.155584612
AGXT	0.155584612
UBE4B	0.1556037
FAM98C	0.155680051
AFF1	0.155737314
EWSR1	0.15577549
ZNF668	0.155870929
FOXP1	0.155909104
WDR91	0.155909104
GINM1	0.155928192
CDC42EP1	0.155928192
PHLDB2	0.15594728
GSTP1	0.15594728
CFL2	0.155966368
IER2	0.156061807
DUSP15	0.15611907
SNW1	0.156157246
HSPA6	0.156176334
IGFBPL1	0.156176334
ZNF491	0.156214509
TRIP10	0.156233597
KCNJ16	0.156309948
ASB13	0.156329036
HNRNPL	0.156367212
SAMD11	0.156443563
FAM19A4	0.156443563
KCNE5	0.156462651
LAP3	0.156539002
H6PD	0.156539002
SGCE	0.156577177
GK5	0.156577177
DPP3	0.156596265
PAQR9	0.156615353
OSBPL3	0.15672988
PTPMT1	0.15672988
DDR1	0.156748967
TRIM59	0.156748967
DMXL1	0.156787143
NCL	0.156787143
VPS9D1	0.156806231
NEPRO	0.156844406
PCBP2	0.156844406
TELO2	0.15690167
FLYWCH1	0.15690167
PCNX2	0.15690167
EMCN	0.156920758
CSRNP1	0.156997109
NAV2	0.157054372
RAPGEF6	0.157092548
CDH20	0.157111636
TBX1	0.157111636
HIST1H4C	0.157111636
TSPAN10	0.157111636
KMT2D	0.157149811
C6orf15	0.157149811
LRIG3	0.157264338
QTRT2	0.157340689
MAP3K11	0.157359777
KRT15	0.157378865
RPL10	0.157397952
TMTC2	0.157397952
CDH6	0.15741704
ATP6V0E1	0.157436128
SLC6A8	0.157493391
TAS2R14	0.157512479
PCDHA1	0.157531567
MROH7	0.157550655
TTC12	0.157569743
MARCKSL1	0.15758883
RALGAPA1	0.157627006
UMAD1	0.157627006
GNAS	0.157646094
CDK8	0.157646094
KRTAP23-1	0.157646094
NT5M	0.157684269
CFLAR	0.157703357
TSACC	0.157703357
CYP4F8	0.157722445
JAM3	0.157722445
ACTL6A	0.157741533
CBWD1	0.157741533
PTPN23	0.157741533
ENPP7	0.157779708
IFT20	0.157798796
EFCAB12	0.157798796
YAE1D1	0.157817884
PHF3	0.15785606
POGK	0.157875147
MUC2	0.157932411
CENPK	0.157970586
ZDHHC5	0.157989674
DDX59	0.158046937
ZFY	0.158046937
CFH	0.158046937
KRT17P5	0.158085113
TYW3	0.158085113
MTURN	0.158085113
SLC39A13	0.158218728
FAM177A1	0.158237815
SEC61B	0.158237815
STAM2	0.158237815
ODF3L1	0.158275991
FAM107B	0.158390518
URAD	0.158390518
FAM69C	0.158485957
FAM193A	0.158524132
CD209	0.15854322
ZNF524	0.158581396
EML2	0.15871501
ARHGEF10L	0.15871501
ZFP3	0.158734098
ANXA2R	0.158772274
OR2H1	0.158810449
CHURC1	0.158829537
SUSD6	0.158829537
ATXN1L	0.158944064
AQR	0.159001327
LINC00482	0.159001327
BACE1	0.159020415
GGT3P	0.159134942
KCNA3	0.159192205
ASTL	0.159249469
MAML1	0.159306732
LPXN	0.15932582
H3F3B	0.159344907
ZNF397	0.159383083
APCS	0.159383083
ZFP82	0.159421259
MLH3	0.159459434
CCP110	0.159478522
POGZ	0.159593049
MAFA	0.159593049
KRTAP5-5	0.159612137
ARHGEF6	0.159631224
LINC02004	0.159650312
RORC	0.159650312
LYPD2	0.1596694
BARX1	0.1596694
EIF4G2	0.1596694
LGALS3BP	0.159707576
LENG8	0.159726663
SLC17A6	0.159745751
DCAF13P3	0.159783927
C19orf38	0.159898454
PEX1	0.159955717
MGC27345	0.159974805
TMEM201	0.160070244
MARCH2	0.160089331
HIST1H3C	0.160108419
FAM209A	0.160127507
LINC00963	0.160146595
METTL2A	0.160165683
GOLGA8IP	0.160165683
NFYC	0.160165683
HAP1	0.160165683
GRAMD2B	0.16018477
IL27	0.160203858
ZCCHC24	0.160203858
MIPOL1	0.160222946
STAM	0.160280209
SMU1	0.160337473
LOC729603	0.160337473
RETN	0.160337473
SAT1	0.160356561
HIST3H2A	0.160394736
PDAP1	0.160452
RPL19P12	0.160471087
TMEM99	0.160490175
LINC01480	0.160509263
LOC107984974	0.160528351
COX14	0.160547439
ANKS6	0.160566526
KLK2	0.160585614
MMP14	0.160604702
SH3BGRL	0.160604702
LMNB2	0.16062379
NDOR1	0.16062379
ZSWIM1	0.160642878
APPBP2	0.160681053
HACD3	0.160700141
KCNK12	0.160738316
SOCS6	0.160738316
CDCA3	0.160757404
RGL2	0.160776492
MAST1	0.160814668
TUBGCP6	0.160814668
CBLB	0.160833755
ZSCAN20	0.160910107
ABT1	0.160929194
SUGP2	0.160948282
CPLX1	0.160986458
CALN1	0.161024633
RBFOX1	0.161062809
GLCCI1	0.161062809
POU5F1P3	0.161081897
SNX20	0.16113916
PKM	0.16113916
MAGI2-AS3	0.161158248
VAMP1	0.161196424
TMED5	0.161196424
DAXX	0.161215511
SCNN1B	0.161368214
KRT81	0.161368214
STARD3	0.161387301
FIS1	0.161406389
SEMA6D	0.161559092
SLC29A1	0.161559092
CADPS	0.161616355
SPATA6L	0.161635443
TGFBR1	0.161654531
CSK	0.161692706
CD276	0.161711794
RAB37	0.161730882
TIMMDC1	0.16174997
EPB41L3	0.161788145
AIG1	0.161788145
OXA1L	0.161788145
LOC105372990	0.161807233
OR52N2	0.161826321
SPEN	0.161845409
PRF1	0.161864496
AP4E1	0.161883584
UTP15	0.161902672
LRRN3	0.161902672
QSOX1	0.161940848
KRTAP10-2	0.161940848
SNAP23	0.161959935
VIPR1	0.161979023
ZNF664	0.162112638
KNOP1	0.162131725
TMEM125	0.162188989
GRPEL1	0.162227164
S100PBP	0.162246252
LAMA5	0.162246252
DDIT3	0.162303516
CRYBB2P1	0.162341691
GNL2	0.16243713
ARV1	0.162456218
VAMP3	0.162456218
FKBP8	0.162475306
MVB12B	0.162532569
QPCTL	0.162532569
LPCAT3	0.162551657
PPP1CC	0.162589833
CHKA	0.162628008
ZNF213-AS1	0.162666184
MYORG	0.162704359
FLT3	0.162723447
SART1	0.162723447
NOP14	0.162761623
DNAJC4	0.162818886
MCL1	0.162818886
GGT1	0.162818886
ST3GAL2	0.162837974
HELZ	0.162837974
TMBIM6	0.162837974
HPS5	0.162914325
BBS5	0.162952501
MPP1	0.163124291
ZNF24	0.163143379
PIF1	0.163162466
SYCP2	0.163162466
CECR2	0.163200642
RBM7	0.163238818
ATP1B1	0.163238818
ZNHIT1	0.163257905
IDH3G	0.163276993
NIPBL	0.163296081
NRROS	0.163296081
SGCB	0.163315169
TMEM161A	0.163372432
ADAT2	0.16339152
NFKBIB	0.163410608
GNLY	0.163448783
MAP4K4	0.163525134
TAGLN	0.163525134
YIPF6	0.16356331
SLC25A37	0.163601486
ABCA2	0.163639661
SEC14L5	0.163658749
HIST1H3D	0.163658749
F10	0.163658749
GLRX3	0.163716012
CALML6	0.1637351
FGR	0.1637351
TPT1-AS1	0.163792364
DAZAP2	0.163830539
LOC728613	0.163849627
GPD1	0.163849627
SMURF1	0.163925978
SIPA1L2	0.163983242
SAAL1	0.16407868
GCC1	0.164116856
OCLN	0.164155032
CARD9	0.164288646
FAM133B	0.164288646
EBF1	0.164326822
SMIM22	0.164326822
KHSRP	0.164364997
ZNF37BP	0.164364997
LOC100294145	0.164441349
AATK	0.164441349
AIP	0.164441349
C1QBP	0.164479524
DGLUCY	0.1645177
ITM2A	0.164574963
FASTKD3	0.164574963
IDH3A	0.164594051
FASTKD2	0.164594051
SDHD	0.164613139
AMOTL1	0.164727666
PLXNB1	0.164746753
TRMT6	0.164880368
HNF1A-AS1	0.164880368
HS6ST2	0.164956719
TLX1	0.164975807
PHRF1	0.164975807
RBM39	0.164994895
RMI1	0.164994895
Sep 04	0.16503307
CAV1	0.165071246
C12orf57	0.165223948
CDADC1	0.165243036
GON7	0.165281212
MYO15B	0.165586616
C9orf85	0.16564388
ATG3	0.165682055
WDR1	0.165739319
CYP2A13	0.165777494
EGLN3	0.165796582
TMEM184C	0.16581567
CDCA8	0.16581567
LRRC29	0.165834758
PLA2G2D	0.165834758
PDE6G	0.165892021
CLIC1	0.165911109
KCNQ1OT1	0.165930197
ZNF669	0.165930197
PAQR3	0.165930197
HNRNPM	0.16598746
LAMB2	0.166006548
C9orf139	0.166025636
IFITM3	0.166044723
LOXHD1	0.166121074
ATXN7L2	0.166197426
ARG2	0.166311952
INTS2	0.166350128
COPB2	0.166388304
PAQR8	0.166407391
MRPS30-DT	0.166426479
FAM133CP	0.166445567
KEAP1	0.166483743
SLC25A17	0.16650283
FOXD3	0.166541006
CFHR3	0.166560094
C19orf24	0.166598269
GABPB2	0.166636445
KCNAB3	0.166674621
PAX9	0.166693708
C2CD4A	0.166712796
BTNL2	0.166731884
CORO6	0.166827323
OSBPL5	0.166827323
ST3GAL6-AS1	0.166846411
CACNA2D3	0.166865498
GMNN	0.166884586
ARRDC3	0.166922762
GIMAP1	0.166999113
FAM214B	0.167037289
AQP7P1	0.167075464
SUSD2	0.167094552
SLC9A9	0.167151815
STARD5	0.167247254
ARCN1	0.167247254
IDI2-AS1	0.16728543
B3GAT3	0.167304518
ZNF790	0.167323606
QTRT1	0.167342693
PCDHGA3	0.167361781
GVINP1	0.167399957
HIST1H2AE	0.167419045
ALB	0.167533571
SPSB3	0.167552659
RASA1	0.167552659
LINC02145	0.167667186
TCTN2	0.167667186
DCAF16	0.167705361
HDGF	0.167781713
ITIH4	0.167838976
DPH7	0.167934415
PQLC3	0.168029854
FBXO32	0.168048942
SOAT1	0.168125293
ANKRD18DP	0.168144381
SHMT1	0.168163468
ATAD3B	0.168182556
SLC35D2	0.168201644
NEB	0.168220732
RABGAP1L	0.168220732
SNX27	0.16823982
CRYBG3	0.168277995
CD274	0.168316171
HMG20B	0.16841161
AK2	0.16841161
ZNF814	0.16841161
SETD7	0.168430698
CDH23	0.168449785
SP1	0.168487961
SMC3	0.168507049
ART5	0.168507049
IGLL3P	0.168564312
SMIM1	0.168564312
KRTAP10-10	0.168564312
TMEM260	0.1685834
CHRAC1	0.168640663
TOGARAM2	0.16875519
CTSV	0.168793366
MTERF3	0.168812453
RTP4	0.168907892
PPIC	0.168946068
CASP2	0.168965156
FOXO4	0.169003331
ZNF333	0.169022419
KDM5C	0.169079683
TAAR2	0.169079683
GMPS	0.16909877
INPP5F	0.169117858
CNOT11	0.169117858
ARRDC2	0.169136946
C2orf49	0.169156034
ACER3	0.169175122
BEND7	0.169194209
KAT6A	0.169194209
OLMALINC	0.169194209
GFRA2	0.169213297
MYD88	0.169232385
UBA7	0.169270561
PRR5L	0.169308736
PMEL	0.169346912
SCAF11	0.169404175
DNAJC28	0.169423263
SCN1B	0.169442351
ANKRD36BP1	0.169499614
MAGEA6	0.169518702
ACVR1C	0.169556877
TMEM229A	0.169556877
ZFYVE27	0.169614141
NPY2R	0.169652316
NKX1-2	0.169652316
ALDH18A1	0.169671404
RHOB	0.169671404
PDE8A	0.16970958
DLG1	0.16970958
DGKQ	0.169728668
DNMT3A	0.169805019
SRFBP1	0.169805019
BUD23	0.169805019
IFFO2	0.169843194
ABCC1	0.169843194
TADA2B	0.169919546
PREX1	0.169995897
CENPU	0.170034072
ELOVL2	0.170091336
VWA1	0.170091336
FAAP24	0.170110424
ANK1	0.170148599
LGR6	0.170167687
NCLN	0.170167687
DCUN1D2	0.170186775
LRRC49	0.170205862
BIVM	0.170244038
LINC02018	0.170263126
SH3GL1	0.170263126
PEX2	0.170301301
APOL5	0.170301301
UBXN4	0.170415828
FKBPL	0.170434916
TMEM134	0.170454004
DSP	0.170473092
EIF5A2	0.170473092
TMEM98	0.170473092
NMD3	0.170473092
TNIP2	0.170473092
GUSBP3	0.170492179
GM2A	0.170511267
INA	0.170549443
C8orf31	0.170568531
ERMN	0.170587618
C15orf41	0.170683057
SLC35F6	0.170683057
CACNA2D2	0.170721233
EHD2	0.170740321
LOC155060	0.170893023
RASSF5	0.170931199
FN1	0.170950286
KCNK15	0.170969374
THAP9	0.17100755
GAS6	0.17100755
COMMD2	0.171026638
ASIC1	0.171102989
BRI3BP	0.171102989
PLEKHA8	0.171102989
TMEM175	0.171102989
STRN	0.171141164
DDX23	0.171198428
CLUH	0.171217516
TCHP	0.171255691
PDZD4	0.171293867
HIST1H1A	0.17135113
BCL3	0.171370218
ANKRD18A	0.171408394
GPX7	0.171408394
ILDR2	0.171408394
EPB41L2	0.171465657
C19orf73	0.171465657
OR3A1	0.171484745
CSDC2	0.17152292
DXO	0.17152292
MTHFD2L	0.171561096
KIAA1614	0.171599271
MFSD14C	0.171637447
ANKH	0.171656535
SYNGR2	0.171675623
TCHH	0.171713798
ECSIT	0.171713798
RPS6KA2	0.171771062
SPTBN5	0.171771062
SLCO4A1	0.171790149
NRBP2	0.171809237
SRSF6	0.171885588
TAS2R30	0.171885588
BTD	0.171981027
LOC440570	0.172114642
TBC1D2B	0.172114642
FAM216A	0.172171905
SCGB1C2	0.172210081
ILKAP	0.17230552
ZNF142	0.17230552
FAM103A1	0.172324608
FXYD4	0.172343695
SDC4	0.172362783
NUP107	0.17247731
PLCB4	0.172515486
IQCH-AS1	0.172553661
ZCCHC9	0.172553661
IGLL1	0.172610925
AKAP8L	0.172610925
HIST1H4F	0.172610925
CAVIN4	0.172630012
MEIKIN	0.172630012
SMCR8	0.172630012
CXorf56	0.172668188
TSPO	0.172706364
SF3B5	0.172706364
CFAP161	0.172801803
CXCL12	0.172839978
EZH2	0.172897241
CCDC88B	0.17299268
SLC24A2	0.173030856
SPATA2L	0.173049944
BSCL2	0.173126295
C1orf229	0.173145383
TBCE	0.173221734
POFUT2	0.173221734
KIAA2026	0.173240822
EDNRA	0.173240822
SMG5	0.173278997
NCOA3	0.173317173
ZSCAN9	0.173336261
ZNF146	0.173355349
CIR1	0.173374436
MFF	0.173374436
MRPL42	0.173393524
RERG	0.173393524
SUPT6H	0.173412612
IL17REL	0.173412612
RHOBTB2	0.1734317
KSR1	0.1734317
SERTAD4	0.173469875
TAS2R19	0.173508051
PLD4	0.173527139
PAXX	0.173584402
OR7E91P	0.17360349
TAS2R50	0.173622578
RHBDL3	0.173641665
RCAN3	0.173679841
WDR35	0.173718017
FAM155A	0.173718017
SHISA6	0.173813456
PHC2	0.173832543
NUP54	0.173851631
LOC100130691	0.173870719
HIST1H3G	0.173870719
MICB	0.173927982
SPHK1	0.173985246
FBXL8	0.173985246
CLEC16A	0.174023421
C14orf93	0.174023421
FAM89B	0.174023421
PPM1D	0.174061597
C11orf94	0.174080685
MICU1	0.174176124
MCRIP2	0.17429065
UBE2CP5	0.174386089
RBM4B	0.174424265
CACFD1	0.174443353
GTF2IP20	0.174443353
NFE2L3	0.174462441
USF1	0.174519704
CTNS	0.174596055
DOCK11	0.174634231
RARS2	0.174653319
IL10RB	0.174653319
ITPK1	0.174653319
SCGB2A2	0.174710582
GRWD1	0.174767845
MOCS1	0.174844197
SPATA13	0.174863284
CCNE1	0.174882372
SCN1A	0.174939635
DECR1	0.174977811
CNTLN	0.175035074
DOT1L	0.175054162
FAM3A	0.175130513
RPF1	0.175168689
TCAM1P	0.175225952
SLC13A3	0.175340479
TRPV1	0.175340479
ESRRA	0.175359567
GRAMD1B	0.175435918
MYBPC3	0.175455006
QDPR	0.175531357
WFIKKN2	0.175626796
ZNF843	0.175664972
EXTL2	0.175684059
GPAT3	0.175684059
C4orf3	0.175703147
KDR	0.175703147
SNORC	0.175722235
RNF151	0.175741323
S1PR5	0.175779498
DKC1	0.175798586
STMP1	0.17585585
RAC3	0.17585585
HIST1H4B	0.175874937
SPRR2E	0.176046728
C2orf88	0.176123079
RHOBTB1	0.176142167
CDK2AP1	0.17619943
GARNL3	0.176256693
HEATR1	0.176275781
UBAC1	0.176294869
RASGRP4	0.176333044
TTF2	0.176333044
CYP20A1	0.176352132
CD47	0.176352132
RACGAP1	0.176390308
MOGAT3	0.176409396
LIG3	0.176447571
SCYL2	0.176523922
EPHX3	0.176523922
SRP54	0.176657537
SIK3	0.176733888
URM1	0.176791152
ANTXR2	0.176791152
CNTRL	0.176791152
RFT1	0.176867503
FAM171A1	0.176924766
DCAF12L2	0.176962942
KCNC1	0.177115644
TUG1	0.17715382
NRG1	0.177172907
CLIC4	0.177249259
HSD11B2	0.177421049
MICA	0.177440137
PNPLA1	0.177478312
CHD9	0.177478312
SPRTN	0.1774974
C7orf26	0.177688278
YIF1B	0.177707366
GFRAL	0.177707366
HECTD1	0.177726453
C16orf86	0.177745541
SNX18	0.177764629
MRPL2	0.177783717
AHSA2P	0.177879156
SCTR	0.177898244
DDX60	0.177917331
NUP35	0.177917331
ADCY10P1	0.177936419
NIPAL3	0.177936419
IFFO1	0.178127297
PRORY	0.178165473
ZNF488	0.178184561
LOC100190986	0.178203648
DNAJB13	0.178222736
ZNF366	0.178299087
GJC1	0.178318175
ZBTB1	0.178356351
IMPA1P1	0.178375438
PAIP1	0.178394526
FOXN3	0.178413614
LINC00266-1	0.178413614
BTN3A3	0.178413614
DEFB1	0.178470877
TCAIM	0.178528141
ARHGEF18	0.178547229
TMEM30B	0.178566316
MOGAT1	0.178585404
MFSD8	0.178585404
MKS1	0.178604492
MRGBP	0.178604492
TRIP11	0.178642668
HAPLN4	0.178642668
RAB14	0.178680843
ASPA	0.178699931
CDKN1B	0.178738107
ZNF143	0.178738107
ADAMTS13	0.178757194
TMEM151A	0.178776282
AFG3L1P	0.178833546
PMS2P3	0.178852633
CLDND1	0.178890809
TTC24	0.178948072
COPZ2	0.178986248
SPTLC2	0.179005336
ZFHX2	0.179024423
SIRT1	0.179062599
KRTAP6-1	0.179062599
OR6M1	0.179081687
KRTAP10-9	0.179081687
KLC4	0.179081687
PRKRIP1	0.179100775
YIF1A	0.179119862
CCZ1P-OR7E38P	0.179196214
CYP1A2	0.179215301
FAM35BP	0.179253477
LINC01023	0.179329828
GRHPR	0.179368004
B3GALT1	0.179406179
FOXQ1	0.179425267
MYO19	0.179444355
CEP131	0.179482531
PECAM1	0.179482531
ARFGAP1	0.179539794
TRMT61B	0.179558882
OTUD6B	0.179558882
TUBA1C	0.17957797
MCF2	0.179597057
MXD4	0.179597057
MGST2	0.179635233
PEPD	0.179673409
TMEM50A	0.179673409
ZFP41	0.17974976
CHMP4C	0.179787935
PAN2	0.179807023
SLC39A1	0.179826111
COL6A6	0.17992155
VANGL1	0.179940638
ABHD6	0.179978813
LOC439933	0.179997901
NCCRP1	0.180016989
TBC1D3P5	0.180055164
PIDD1	0.180074252
SH2D6	0.180074252
POLA1	0.18009334
KAZALD1	0.180112428
MAP7	0.180169691
CCR9	0.180188779
SNX9	0.180226955
SUGT1P1	0.180284218
LRP1	0.180284218
NUP214	0.180379657
FUCA2	0.18043692
DEFB135	0.180589623
CCDC57	0.180627798
STX19	0.180627798
NECAP2	0.180704149
DCLK1	0.180837764
KLC2	0.18087594
GOLGA2P11	0.180895027
NAPRT	0.180952291
EFCAB14	0.181009554
FKBP5	0.181066817
POGLUT1	0.181085905
SGK3	0.181104993
USHBP1	0.181143169
TAF1C	0.181143169
IGF2BP2	0.181162256
GPR108	0.181181344
TC2N	0.181200432
TCF23	0.181334047
EPSTI1	0.181429486
HNRNPA1L2	0.181486749
EHD1	0.181486749
STK40	0.181524925
HES6	0.1815631
TNIP1	0.181582188
SCLT1	0.181677627
RBM22	0.181696715
FRMD5	0.181753978
ETV3	0.181773066
BASP1-AS1	0.181792154
NFATC3	0.182002119
CASC2	0.182078471
ESRRG	0.182135734
IL6ST	0.18217391
NUP37	0.182192997
PGP	0.182250261
TGDS	0.182269349
CCNJ	0.182269349
HLA-DPA1	0.182288436
PAK1IP1	0.182383875
KANSL1	0.182441139
GPLD1	0.182460226
TNFSF9	0.182460226
CASZ1	0.182479314
AFF3	0.182498402
INPP5D	0.182498402
FAM71E1	0.182536578
ACTL10	0.182536578
NDUFA4L2	0.182555665
FMNL2	0.182651104
HIST3H2BB	0.18268928
TAZ	0.18268928
ZNF558	0.182746543
ZC3H10	0.182765631
KDM7A	0.182822895
ARRDC1-AS1	0.182841982
ZNHIT2	0.182956509
ITGA7	0.182975597
PHIP	0.183013773
